measured time starting at queue size; seconds
0;0.0031444799999999994
100000;0.00301778
200000;0.00306808
300000;0.00340314
400000;0.0030353999999999997
500000;0.00325386
600000;0.00301696
700000;0.00325212
800000;0.0030863800000000005
900000;0.0029620000000000002
1000000;0.0031067599999999996
1100000;0.00336324
1200000;0.00397658
1300000;0.00350962
1400000;0.00313964
1500000;0.0030609799999999996
1600000;0.00301446
1700000;0.0030219799999999996
1800000;0.0034376199999999997
1900000;0.00316836
2000000;0.0030675999999999998
2100000;0.00289322
2200000;0.0027016200000000005
2300000;0.00271636
2400000;0.0205609
2500000;0.00277014
2600000;0.0028221
2700000;0.00372294
2800000;0.0026664999999999996
2900000;0.0024024
3000000;0.00242232
3100000;0.00263862
3200000;0.0028190800000000003
3300000;0.00283612
3400000;0.0027379000000000006
3500000;0.0031175600000000006
3600000;0.00302178
3700000;0.0031556
3800000;0.00305246
3900000;0.00261198
4000000;0.0027271599999999997
4100000;0.004854139999999999
4200000;0.00265016
4300000;0.0028787
4400000;0.0027997
4500000;0.00284014
4600000;0.0028424000000000006
4700000;0.0026230599999999995
4800000;0.0024717999999999997
4900000;0.00258086
